Id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64
11,0.1250,0.1562,0.0312,0.0938,0.2031,0.0625,0.0469,0.1250,0.0938,0.0000,0.0469,0.0938,0.0625,0.0781,0.0000,0.1094,0.1406,0.0938,0.0625,0.0938,0.0625,0.0469,0.0469,0.0312,0.0156,0.0469,0.0000,0.1406,0.0625,0.0000,0.0625,0.1719,0.0625,0.1406,0.0312,0.0000,0.0312,0.0000,0.0312,0.0156,0.0625,0.0000,0.0000,0.0625,0.0625,0.0938,0.0781,0.1406,0.0781,0.0469,0.1094,0.0469,0.0938,0.0781,0.0781,0.1250,0.0625,0.0312,0.0781,0.0938,0.0938,0.2031,0.1250,0.1250
12,0.0938,0.0312,0.1562,0.0469,0.0781,0.0312,0.0469,0.0469,0.0938,0.0312,0.1250,0.0781,0.0938,0.0469,0.0938,0.1875,0.0625,0.0625,0.0000,0.0781,0.0625,0.0312,0.0312,0.0469,0.0156,0.0312,0.0312,0.0781,0.0000,0.0000,0.0312,0.1406,0.0625,0.0625,0.0625,0.1406,0.0000,0.0625,0.0625,0.0156,0.1094,0.0156,0.0469,0.0938,0.1562,0.0312,0.0312,0.1094,0.1250,0.0469,0.0938,0.1562,0.0625,0.0469,0.0156,0.0625,0.1094,0.0625,0.0625,0.0781,0.1719,0.1094,0.1562,0.2812
13,0.1406,0.1250,0.0938,0.0781,0.0312,0.0625,0.0469,0.1250,0.0625,0.0781,0.0938,0.1094,0.0781,0.0312,0.0469,0.1406,0.0312,0.0312,0.0156,0.0625,0.0156,0.0156,0.0625,0.0156,0.0938,0.0000,0.0312,0.1250,0.1250,0.0312,0.0156,0.1250,0.0625,0.0469,0.1094,0.0625,0.0469,0.0000,0.0312,0.0625,0.0156,0.0625,0.0469,0.0938,0.1094,0.0625,0.0781,0.1094,0.2031,0.0625,0.1094,0.0938,0.0469,0.0312,0.1094,0.1094,0.1094,0.0000,0.0469,0.0312,0.1562,0.1719,0.0469,0.2188
14,0.2500,0.1094,0.0938,0.1406,0.1562,0.0156,0.0312,0.0312,0.0781,0.0312,0.0469,0.0781,0.0781,0.1719,0.0469,0.2031,0.1250,0.0156,0.0312,0.1562,0.0625,0.0312,0.0156,0.0156,0.0312,0.0156,0.0312,0.0781,0.0312,0.0156,0.0469,0.0625,0.0781,0.0625,0.0625,0.1094,0.0312,0.0156,0.0000,0.0312,0.0469,0.0156,0.0156,0.0781,0.0781,0.0625,0.0625,0.1406,0.1406,0.0469,0.0312,0.0938,0.0938,0.0625,0.1094,0.0781,0.1562,0.0156,0.0625,0.1094,0.1250,0.0938,0.1875,0.0625
15,0.0938,0.0469,0.1406,0.0469,0.0781,0.1094,0.0312,0.0938,0.0312,0.0938,0.0625,0.1250,0.0156,0.0625,0.0469,0.0469,0.0938,0.1250,0.0469,0.0312,0.0781,0.0469,0.0625,0.0625,0.0781,0.1406,0.0938,0.0625,0.0781,0.0469,0.0625,0.0781,0.0625,0.0469,0.0469,0.0625,0.0469,0.0625,0.1562,0.0469,0.0625,0.0625,0.0625,0.1406,0.1250,0.1406,0.0781,0.0781,0.0781,0.0781,0.0781,0.0312,0.0938,0.0312,0.1250,0.0625,0.0469,0.0156,0.1094,0.0938,0.0625,0.0625,0.0781,0.0469
16,0.1406,0.1094,0.1094,0.1406,0.1250,0.0469,0.0625,0.1250,0.0781,0.0156,0.0625,0.0781,0.0469,0.0781,0.0469,0.2031,0.1406,0.0469,0.0000,0.0625,0.0469,0.0469,0.0625,0.0156,0.0625,0.0156,0.0312,0.0781,0.0625,0.0156,0.1094,0.0625,0.0625,0.0625,0.0938,0.0938,0.0312,0.0156,0.0000,0.0469,0.0312,0.0156,0.0156,0.1250,0.1406,0.0469,0.0469,0.0938,0.1562,0.1406,0.0312,0.0625,0.0469,0.0625,0.0625,0.0625,0.1406,0.0469,0.0781,0.0469,0.1406,0.0938,0.1250,0.1406
17,0.0781,0.1406,0.0469,0.1719,0.1719,0.0781,0.0469,0.0625,0.1250,0.0000,0.0469,0.0469,0.0938,0.1094,0.1250,0.1250,0.1250,0.1094,0.0469,0.0938,0.0156,0.0000,0.0469,0.0156,0.0625,0.0312,0.0000,0.1406,0.0469,0.0312,0.0469,0.0469,0.1250,0.0938,0.0312,0.0625,0.0625,0.0000,0.0156,0.0312,0.0469,0.0312,0.0469,0.0938,0.0625,0.1094,0.1250,0.0781,0.1094,0.0156,0.0781,0.1406,0.1250,0.0000,0.1250,0.0625,0.0781,0.0469,0.1250,0.0938,0.1406,0.0625,0.0469,0.0938
18,0.0625,0.0781,0.0625,0.0469,0.0469,0.0938,0.1250,0.1094,0.0312,0.0625,0.0781,0.0625,0.0781,0.0000,0.0938,0.0156,0.0781,0.0625,0.0469,0.0469,0.0625,0.0312,0.0781,0.0625,0.0625,0.1719,0.1406,0.1250,0.1250,0.0312,0.0781,0.0781,0.0156,0.1406,0.0781,0.0156,0.0781,0.0469,0.2031,0.1250,0.0625,0.1562,0.0625,0.0312,0.0781,0.0781,0.0312,0.0625,0.0781,0.0938,0.0469,0.0781,0.0469,0.0625,0.0938,0.0156,0.0938,0.0625,0.0469,0.0312,0.0156,0.1094,0.0312,0.1875
19,0.0938,0.0312,0.0156,0.0625,0.0469,0.0469,0.0938,0.1094,0.0312,0.0469,0.0469,0.0469,0.0938,0.0625,0.0000,0.0938,0.0312,0.0469,0.0000,0.0781,0.0469,0.1719,0.0625,0.1250,0.0938,0.1562,0.0781,0.0625,0.0781,0.0625,0.1406,0.1094,0.0469,0.1250,0.0156,0.0312,0.0312,0.1406,0.1094,0.1094,0.0469,0.1250,0.1406,0.0781,0.0156,0.0938,0.0781,0.0469,0.0156,0.0938,0.1406,0.0781,0.0312,0.0625,0.1250,0.0469,0.0469,0.0625,0.1250,0.0469,0.1406,0.0469,0.0625,0.0625
20,0.0156,0.0312,0.0781,0.0000,0.0156,0.0781,0.0625,0.0625,0.0469,0.0938,0.1875,0.0781,0.0312,0.0312,0.0000,0.0000,0.0312,0.0469,0.0625,0.0000,0.0781,0.0469,0.1406,0.0781,0.0625,0.1250,0.2344,0.1250,0.1094,0.0469,0.0781,0.0469,0.0469,0.0938,0.0938,0.0000,0.0156,0.1719,0.2188,0.1094,0.0781,0.2656,0.1250,0.1250,0.1094,0.1406,0.0312,0.0781,0.0312,0.0469,0.1562,0.0625,0.0312,0.0469,0.1250,0.0312,0.0469,0.0469,0.0469,0.0312,0.0469,0.0156,0.0625,0.0312
21,0.0312,0.0156,0.0469,0.0625,0.0469,0.0469,0.0781,0.0469,0.0469,0.0469,0.0938,0.1094,0.0781,0.0312,0.0156,0.0312,0.0469,0.0469,0.0469,0.0469,0.0625,0.0312,0.0781,0.0781,0.0938,0.1406,0.1250,0.1250,0.0469,0.1094,0.0625,0.0781,0.0156,0.1406,0.1250,0.0000,0.0625,0.0938,0.0938,0.1094,0.0781,0.0781,0.0312,0.1250,0.0156,0.2031,0.1406,0.0938,0.0625,0.0000,0.0781,0.0469,0.0156,0.0781,0.2344,0.0781,0.0625,0.0938,0.0625,0.0938,0.0469,0.0625,0.0938,0.1250
22,0.0938,0.0469,0.0625,0.0938,0.0469,0.0469,0.0938,0.0625,0.0781,0.0312,0.0469,0.0625,0.0625,0.0938,0.0781,0.1094,0.0781,0.0781,0.0312,0.0781,0.0938,0.0625,0.0469,0.0938,0.0625,0.0781,0.0625,0.1094,0.0469,0.0938,0.0938,0.0312,0.0781,0.1094,0.0625,0.0625,0.0312,0.0469,0.0625,0.0469,0.0938,0.0625,0.0469,0.0938,0.0625,0.1094,0.0469,0.1250,0.0469,0.0156,0.0625,0.0938,0.1094,0.1406,0.1094,0.0625,0.0781,0.0156,0.1406,0.0781,0.0469,0.1250,0.0938,0.0781
23,0.1250,0.1094,0.0938,0.0625,0.1094,0.0469,0.0469,0.0469,0.0938,0.0469,0.0781,0.0625,0.0625,0.1094,0.1250,0.1719,0.0781,0.0781,0.0312,0.1562,0.0781,0.0312,0.0156,0.0469,0.0625,0.0000,0.0156,0.0938,0.0625,0.0312,0.0156,0.0625,0.1094,0.0469,0.0469,0.1094,0.0469,0.0469,0.0000,0.0000,0.0625,0.0156,0.0469,0.0938,0.0781,0.1094,0.0781,0.0938,0.0781,0.0156,0.1094,0.1562,0.1094,0.0469,0.1094,0.0781,0.0938,0.0312,0.0781,0.0938,0.1562,0.0938,0.0781,0.1250
24,0.0938,0.0781,0.0625,0.1875,0.0938,0.0469,0.0469,0.1406,0.1562,0.0156,0.0312,0.1406,0.0625,0.0781,0.0625,0.2500,0.0781,0.0938,0.0312,0.0938,0.0312,0.0000,0.0156,0.0156,0.0625,0.0156,0.0156,0.0469,0.1094,0.0625,0.0156,0.0781,0.0938,0.0781,0.1250,0.0625,0.0156,0.0000,0.0000,0.0312,0.0469,0.0000,0.0156,0.0469,0.0938,0.0625,0.0469,0.0781,0.1406,0.0781,0.1250,0.1094,0.1562,0.0156,0.0781,0.0781,0.0938,0.0156,0.0469,0.0625,0.1875,0.1250,0.0938,0.1719
25,0.0781,0.0938,0.0781,0.0156,0.0625,0.0781,0.0938,0.0469,0.0312,0.0469,0.0625,0.0938,0.0312,0.0000,0.0312,0.0469,0.0625,0.0312,0.0781,0.0469,0.0469,0.1250,0.1094,0.0469,0.0938,0.1250,0.1094,0.1406,0.0312,0.0625,0.0625,0.1094,0.0938,0.0938,0.0312,0.0156,0.0625,0.0781,0.0938,0.0938,0.1094,0.1250,0.1094,0.1406,0.0625,0.2188,0.0938,0.0469,0.0312,0.0625,0.0625,0.0156,0.0469,0.0469,0.1719,0.0781,0.0000,0.0312,0.2031,0.0469,0.0469,0.0625,0.0938,0.0469
26,0.1094,0.0781,0.1250,0.1094,0.1719,0.0625,0.0625,0.1406,0.0938,0.0156,0.0469,0.1094,0.0781,0.0625,0.0938,0.1406,0.0781,0.1406,0.0625,0.0938,0.0625,0.0312,0.0312,0.0312,0.0625,0.0000,0.0625,0.0469,0.0469,0.0938,0.0469,0.0625,0.1094,0.1406,0.0156,0.1094,0.0156,0.0156,0.0000,0.0000,0.1250,0.0000,0.0469,0.0469,0.0781,0.0625,0.0469,0.1094,0.1250,0.0781,0.0625,0.0469,0.1250,0.0469,0.0781,0.0781,0.0938,0.0156,0.0625,0.0938,0.1250,0.1094,0.0781,0.0938
27,0.1719,0.0625,0.0781,0.1094,0.0938,0.0312,0.0469,0.0781,0.1094,0.0156,0.0312,0.1094,0.0781,0.1094,0.0781,0.2188,0.0781,0.0156,0.0312,0.1094,0.0781,0.0000,0.0156,0.0312,0.0469,0.0156,0.0312,0.0156,0.0781,0.0156,0.0469,0.0938,0.0625,0.0781,0.0000,0.1562,0.0156,0.0312,0.0156,0.0156,0.0625,0.0156,0.0156,0.0625,0.1094,0.0469,0.0938,0.0938,0.1094,0.0938,0.1562,0.1094,0.0469,0.0625,0.0312,0.1094,0.0781,0.0312,0.0781,0.1562,0.2031,0.0781,0.1250,0.2188
28,0.2188,0.1875,0.0469,0.1094,0.0938,0.0312,0.0781,0.0938,0.0781,0.0312,0.0469,0.0625,0.0781,0.0781,0.0625,0.1719,0.1250,0.0156,0.0156,0.0469,0.0156,0.0312,0.0156,0.0625,0.0312,0.0312,0.0000,0.0625,0.0469,0.0469,0.1250,0.1094,0.0625,0.0156,0.0938,0.0938,0.0156,0.0156,0.0000,0.0156,0.0469,0.0000,0.0000,0.0625,0.1406,0.0469,0.0156,0.1406,0.1562,0.0781,0.0469,0.1406,0.0781,0.0469,0.0312,0.1562,0.1094,0.0000,0.0625,0.1562,0.1562,0.1406,0.1250,0.1875
29,0.1719,0.0938,0.0781,0.1094,0.0781,0.0312,0.0312,0.1250,0.0781,0.0312,0.0625,0.1406,0.0781,0.0781,0.0625,0.1406,0.0938,0.0156,0.0781,0.0625,0.0625,0.0156,0.0156,0.0469,0.0469,0.0312,0.0469,0.0469,0.0938,0.0781,0.0312,0.0781,0.1094,0.0625,0.0156,0.1250,0.0469,0.0156,0.0312,0.0156,0.0781,0.0469,0.0156,0.0312,0.1250,0.0781,0.0938,0.0781,0.0781,0.0938,0.1406,0.0625,0.0625,0.0781,0.0938,0.0938,0.1094,0.0000,0.0469,0.1562,0.0781,0.0938,0.1250,0.1719
30,0.1250,0.1406,0.0312,0.1406,0.0781,0.0469,0.0469,0.1250,0.0469,0.0625,0.0469,0.1250,0.0781,0.1562,0.0938,0.1406,0.1250,0.0469,0.0625,0.0781,0.0469,0.0312,0.0000,0.0469,0.0312,0.0156,0.0312,0.0625,0.1406,0.0000,0.0469,0.0312,0.0781,0.0469,0.0312,0.0781,0.0156,0.0156,0.0312,0.0312,0.0938,0.0000,0.0469,0.0938,0.1562,0.0625,0.0469,0.1094,0.0938,0.0625,0.1562,0.1719,0.1719,0.0312,0.0625,0.0156,0.0625,0.0156,0.1094,0.0938,0.1094,0.0625,0.0938,0.1562
31,0.2188,0.0781,0.0781,0.1719,0.0781,0.0625,0.0781,0.1094,0.0625,0.0469,0.0469,0.1250,0.1094,0.1094,0.0156,0.2031,0.1094,0.1250,0.0156,0.0781,0.0938,0.0000,0.0000,0.0469,0.0938,0.0156,0.0156,0.0312,0.0625,0.0625,0.0312,0.1250,0.0781,0.0156,0.0938,0.0938,0.0469,0.0156,0.0156,0.0156,0.0469,0.0000,0.0156,0.0312,0.0469,0.0625,0.0781,0.0469,0.1406,0.1094,0.0938,0.0781,0.1250,0.0625,0.0625,0.1094,0.0781,0.0312,0.0156,0.0469,0.2031,0.1250,0.0469,0.1562
32,0.3125,0.0469,0.1562,0.1875,0.1094,0.0625,0.0625,0.0312,0.1094,0.0156,0.0938,0.1250,0.1094,0.0938,0.0469,0.0781,0.1562,0.0781,0.0312,0.0469,0.0625,0.0156,0.0469,0.0469,0.0625,0.0469,0.0156,0.0625,0.0469,0.0469,0.0469,0.0469,0.1250,0.0625,0.0938,0.0156,0.0625,0.0156,0.0312,0.0312,0.0469,0.0156,0.0000,0.0938,0.1094,0.0781,0.0625,0.1250,0.1250,0.0781,0.0625,0.0625,0.0781,0.0781,0.0469,0.0781,0.0781,0.0625,0.0469,0.0938,0.0625,0.0625,0.1250,0.0781
33,0.0781,0.0312,0.0625,0.0312,0.0469,0.0938,0.0469,0.0938,0.0781,0.1250,0.0781,0.0625,0.0312,0.0156,0.0938,0.0156,0.0469,0.0781,0.0938,0.0312,0.1094,0.0469,0.1250,0.0781,0.1094,0.0469,0.2031,0.0312,0.0625,0.0469,0.0938,0.1094,0.0781,0.0938,0.0781,0.0781,0.0312,0.0938,0.1719,0.1094,0.0938,0.1719,0.0781,0.1250,0.0781,0.0938,0.0469,0.0469,0.0000,0.0625,0.1094,0.0156,0.0625,0.1250,0.0469,0.0312,0.0469,0.0625,0.1094,0.0469,0.0312,0.1094,0.0312,0.0312
34,0.2031,0.0781,0.1094,0.0781,0.0781,0.0312,0.0312,0.1562,0.0938,0.0156,0.0938,0.0781,0.0469,0.0781,0.1094,0.1875,0.0469,0.0469,0.0469,0.0938,0.0469,0.0312,0.0156,0.0312,0.0469,0.0156,0.0312,0.0469,0.1094,0.0000,0.0312,0.1094,0.0938,0.0938,0.0312,0.0938,0.0625,0.0156,0.0469,0.0000,0.0469,0.0312,0.0312,0.1094,0.0938,0.0469,0.0625,0.0781,0.1250,0.0781,0.1094,0.1406,0.0469,0.0469,0.0469,0.0625,0.1250,0.0625,0.0625,0.0469,0.2031,0.0781,0.0938,0.2031
35,0.0469,0.0938,0.0312,0.0938,0.0625,0.1250,0.0469,0.1406,0.0312,0.0156,0.0312,0.0781,0.1094,0.0938,0.0781,0.0781,0.0312,0.0312,0.0781,0.1094,0.0938,0.0156,0.0625,0.1250,0.1406,0.0469,0.0156,0.0156,0.1094,0.0938,0.0625,0.2188,0.1094,0.0781,0.0156,0.0156,0.0156,0.0625,0.0625,0.0312,0.0156,0.0156,0.0000,0.0625,0.0312,0.0469,0.0312,0.0781,0.0781,0.1562,0.0312,0.1406,0.0781,0.0938,0.0469,0.1875,0.0312,0.0938,0.0469,0.0312,0.1562,0.1719,0.0312,0.2344
36,0.2188,0.0625,0.1094,0.0781,0.0625,0.0156,0.1406,0.0312,0.0938,0.0625,0.0938,0.1250,0.0312,0.0625,0.0625,0.0469,0.0469,0.0469,0.1094,0.0312,0.0625,0.0469,0.0312,0.0938,0.0781,0.0781,0.0938,0.0938,0.0312,0.0156,0.0938,0.1094,0.0938,0.1094,0.0938,0.0625,0.0469,0.0781,0.1250,0.0938,0.1250,0.0625,0.0312,0.0625,0.0781,0.0938,0.0938,0.0625,0.0938,0.0312,0.0625,0.0312,0.0625,0.0938,0.0469,0.0312,0.0625,0.1406,0.0625,0.0469,0.0938,0.0625,0.0625,0.0312
37,0.1406,0.0938,0.0625,0.1094,0.0625,0.0781,0.0469,0.1094,0.0469,0.0469,0.0312,0.1406,0.1406,0.0781,0.0938,0.1094,0.0781,0.0156,0.0625,0.0938,0.0625,0.0469,0.0469,0.0625,0.0625,0.0000,0.0469,0.0625,0.1094,0.1094,0.0469,0.0625,0.0469,0.0781,0.0156,0.0938,0.0625,0.0156,0.0000,0.0312,0.0781,0.0156,0.0469,0.0312,0.1562,0.0781,0.0781,0.0625,0.1406,0.1094,0.1250,0.1094,0.0625,0.0781,0.0781,0.1250,0.0469,0.0469,0.0469,0.1406,0.0781,0.0938,0.0625,0.0938
38,0.0156,0.0156,0.0312,0.0469,0.0469,0.1250,0.1094,0.0156,0.0469,0.1094,0.0469,0.0781,0.0469,0.0156,0.0156,0.0625,0.0000,0.0781,0.1250,0.0469,0.1094,0.0469,0.2031,0.0781,0.0469,0.2344,0.1875,0.1406,0.0938,0.0312,0.0625,0.0312,0.0312,0.1250,0.0469,0.0156,0.0781,0.2188,0.1719,0.0938,0.0469,0.1719,0.0469,0.0938,0.0781,0.1562,0.0312,0.0469,0.0625,0.0625,0.0781,0.0469,0.0156,0.0469,0.1250,0.0312,0.0781,0.0469,0.0781,0.0000,0.0312,0.0156,0.0938,0.0781
39,0.0938,0.1094,0.0469,0.0000,0.0469,0.1562,0.1094,0.0938,0.0312,0.1562,0.0156,0.0938,0.0312,0.0000,0.0625,0.0625,0.0625,0.0469,0.1250,0.0469,0.0781,0.0781,0.1406,0.0938,0.0625,0.1250,0.0625,0.0625,0.1562,0.0469,0.0625,0.1406,0.0312,0.1094,0.0625,0.0312,0.0938,0.0938,0.0469,0.1562,0.0625,0.0312,0.0312,0.0625,0.0312,0.0938,0.0781,0.0469,0.0625,0.1250,0.0625,0.0781,0.0625,0.0625,0.0156,0.0625,0.0781,0.0781,0.0781,0.0312,0.1250,0.0625,0.0625,0.0781
40,0.0000,0.0312,0.0625,0.0156,0.0625,0.0625,0.0625,0.0156,0.0469,0.1406,0.1562,0.0312,0.0781,0.1094,0.0156,0.0000,0.0312,0.0312,0.1406,0.0938,0.0625,0.0469,0.1250,0.0781,0.0938,0.1094,0.2656,0.0312,0.0625,0.0625,0.0625,0.0156,0.0156,0.0938,0.0625,0.0156,0.0938,0.1250,0.2031,0.0781,0.0469,0.2031,0.1719,0.2188,0.1562,0.1094,0.0156,0.0469,0.0625,0.0469,0.1094,0.0781,0.0781,0.0781,0.1094,0.0312,0.0000,0.0469,0.0469,0.0469,0.0000,0.0156,0.0469,0.0312
41,0.0781,0.0156,0.0469,0.0312,0.0625,0.1250,0.0781,0.0469,0.0469,0.0938,0.0625,0.0312,0.0312,0.0312,0.0469,0.0156,0.0469,0.0312,0.0625,0.0312,0.0469,0.1250,0.2188,0.0469,0.1562,0.1719,0.1562,0.1875,0.0625,0.0469,0.0625,0.0469,0.0312,0.2031,0.0469,0.0625,0.0469,0.1094,0.2656,0.0781,0.0938,0.1875,0.0625,0.0625,0.0625,0.1719,0.0625,0.0312,0.0156,0.0625,0.0781,0.0000,0.0156,0.0781,0.1094,0.0469,0.0469,0.0469,0.1250,0.0469,0.0000,0.0156,0.0781,0.0000
42,0.0312,0.1094,0.0938,0.0938,0.1562,0.0625,0.0469,0.0781,0.0625,0.0469,0.0469,0.1250,0.0156,0.0625,0.1406,0.1406,0.0938,0.1094,0.0625,0.1406,0.0469,0.0000,0.0312,0.0781,0.0469,0.0156,0.0156,0.0469,0.1094,0.0469,0.0156,0.1250,0.0625,0.0469,0.0781,0.0469,0.0625,0.0312,0.0156,0.0469,0.0312,0.0312,0.0000,0.0781,0.1406,0.0469,0.0469,0.1406,0.1406,0.0781,0.0469,0.0625,0.1406,0.0625,0.0312,0.0938,0.0938,0.0625,0.0781,0.1250,0.0781,0.1719,0.1562,0.0625
